Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000030102,Itpr1,Gene Expression,0.7255044509702412,0.0,0.0,82239,9.889311547097158,5729
ENSMUSG00000038253,Hoxa5,Gene Expression,0.7252500203385686,0.0,0.0,1411,0.25897907612152393,439
ENSMUSG00000027301,Oxt,Gene Expression,0.7245169755375109,0.0,0.0,24553,2.8262319160492706,629
ENSMUSG00000031980,Agt,Gene Expression,0.7240098011050676,0.0,0.0,30553,5.5975141703436915,4890
ENSMUSG00000031425,Plp1,Gene Expression,0.7232792369683426,0.0,0.0,324331,75.4602944757567,6829
ENSMUSG00000003657,Calb2,Gene Expression,0.7225018286690146,0.0,0.0,72558,9.289923196062459,5282
ENSMUSG00000036634,Mag,Gene Expression,0.7219266360557655,0.0,0.0,74362,18.198656952189644,6107
ENSMUSG00000025094,Slc18a2,Gene Expression,0.7218874860713657,0.0,0.0,8367,1.306213429027603,1151
ENSMUSG00000045394,Epcam,Gene Expression,0.7213574680306178,0.0,0.0,3689,0.17984290553725665,227
ENSMUSG00000030500,Slc17a6,Gene Expression,0.7209768750805,0.0,0.0,19907,2.932558550150482,3735
ENSMUSG00000022055,Nefl,Gene Expression,0.7206773725023355,0.0,0.0,216466,30.32557626916856,6700
ENSMUSG00000064179,Tnnt1,Gene Expression,0.7205436364011196,0.0,0.0,5784,0.8405166569553475,1415
ENSMUSG00000026090,2010300C02Rik,Gene Expression,0.71724148862918,0.0,0.0,42535,3.9047424016700276,4586
ENSMUSG00000030337,Vamp1,Gene Expression,0.7169594444547343,0.0,0.0,39577,5.886871954662657,5604
ENSMUSG00000039114,Nrn1,Gene Expression,0.7155406275238694,0.0,0.0,125303,13.081477822197435,6001
ENSMUSG00000033615,Cplx1,Gene Expression,0.7138400142305951,0.0,0.0,310795,40.3014253272147,6745
ENSMUSG00000026247,Ecel1,Gene Expression,0.7135423612140102,0.0,0.0,18362,1.9205569442177752,2428
ENSMUSG00000026259,Ngef,Gene Expression,0.712718899707656,0.0,0.0,61370,6.160635290277762,5347
ENSMUSG00000038112,AW551984,Gene Expression,0.7096062907623758,0.0,0.0,14814,1.7000617021350442,2636
ENSMUSG00000030209,Grin2b,Gene Expression,0.7087204572030081,0.0,0.0,96966,9.846251474130518,6066
ENSMUSG00000032554,Trf,Gene Expression,0.7087189692202244,0.0,0.0,67028,15.66900910206411,6426
ENSMUSG00000004654,Ghrhr,Gene Expression,0.7083625426824379,0.0,0.0,895,0.0444096873600272,99
ENSMUSG00000029223,Uchl1,Gene Expression,0.7065361896469612,0.0,0.0,480282,57.83200108761723,6892
ENSMUSG00000021743,Fezf2,Gene Expression,0.7060062332135101,0.0,0.0,6847,0.6116850727036064,1552
ENSMUSG00000033061,Resp18,Gene Expression,0.7058773213172892,0.0,0.0,74273,8.60380502878885,5896
ENSMUSG00000020431,Adcy1,Gene Expression,0.7035655012869992,0.0,0.0,57342,6.0937006603407635,5485
ENSMUSG00000023064,Sncg,Gene Expression,0.7029670703288383,0.0,0.0,18280,3.0182531174324327,3225
ENSMUSG00000025372,Baiap2,Gene Expression,0.7003572769722671,0.0,0.0,58293,5.6774160479258775,5295
ENSMUSG00000019194,Scn1b,Gene Expression,0.69965041108603,0.0,0.0,191563,22.154696232246778,6703
ENSMUSG00000006930,Hap1,Gene Expression,0.6988773193263111,0.0,0.0,78060,9.099809967653451,6160
ENSMUSG00000022577,Ly6h,Gene Expression,0.6984810122684569,0.0,0.0,171963,18.399647377964282,6532
ENSMUSG00000068696,Gpr88,Gene Expression,0.6966485841159785,0.0,0.0,5810,0.7290959495005335,1338
ENSMUSG00000061086,Myl4,Gene Expression,0.6963787689772238,0.0,0.0,8104,0.7062553473833694,1691
ENSMUSG00000018451,6330403K07Rik,Gene Expression,0.694304104357741,0.0,0.0,86790,9.83582807704735,5992
ENSMUSG00000061808,Ttr,Gene Expression,0.6929560121358398,0.0,0.0,790096,75.1105054418795,5828
ENSMUSG00000040856,Dlk1,Gene Expression,0.6913452937081253,0.0,0.0,22213,2.1066614390718743,2331
ENSMUSG00000027347,Rasgrp1,Gene Expression,0.6910894631101804,0.0,0.0,15546,1.4533885549038588,3186
ENSMUSG00000020396,Nefh,Gene Expression,0.6907711035859472,0.0,0.0,27614,4.163885277627654,4802
ENSMUSG00000035383,Pmch,Gene Expression,0.6879974541350463,0.0,0.0,16251,1.461473346781108,679
ENSMUSG00000017311,Pyy,Gene Expression,0.6870518428825055,0.0,0.0,488,0.09667336209985442,89
ENSMUSG00000031344,Gabrq,Gene Expression,0.6866055427307161,0.0,0.0,6318,0.7174788453452685,1460
ENSMUSG00000001741,Il16,Gene Expression,0.6849646770822246,0.0,0.0,4940,0.4756603215098725,1113
ENSMUSG00000009075,Cabp7,Gene Expression,0.6846237397368521,0.0,0.0,31660,4.913772023662877,4913
ENSMUSG00000038530,Rgs4,Gene Expression,0.6836652409578258,0.0,0.0,75249,7.808238095696028,5667
ENSMUSG00000061751,Kalrn,Gene Expression,0.6826302843032314,0.0,0.0,91565,8.878868621528227,6121
ENSMUSG00000028023,Pitx2,Gene Expression,0.68120992468056,0.0,0.0,3306,0.2507063862954627,465
ENSMUSG00000005892,Trh,Gene Expression,0.6810245370631632,0.0,0.0,6468,0.9803394184471492,902
ENSMUSG00000035681,Kcnc2,Gene Expression,0.6806298213986945,0.0,0.0,44632,5.4427115536158155,5210
ENSMUSG00000034739,Mfrp,Gene Expression,0.6804997166710515,0.0,0.0,1435,0.14156015234945135,162
ENSMUSG00000029054,Gabrd,Gene Expression,0.6804063043862476,0.0,0.0,14135,1.4145629303603413,3031
ENSMUSG00000090223,Pcp4,Gene Expression,0.6803260737039482,0.0,0.0,240606,28.004391833639744,6615
ENSMUSG00000046480,Scn4b,Gene Expression,0.6798081089996643,0.0,0.0,30211,4.057077419620778,4444
ENSMUSG00000037126,Psd,Gene Expression,0.6771865623010727,0.0,0.0,132414,14.673250899833397,6494
ENSMUSG00000027273,Snap25,Gene Expression,0.675644336537838,0.0,0.0,529025,60.24359354986178,6842
ENSMUSG00000020660,Pomc,Gene Expression,0.6733245755282241,0.0,0.0,724721,36.42656390560458,4517
ENSMUSG00000030772,Dkk3,Gene Expression,0.6732966415163245,0.0,0.0,35685,3.562291179237685,4570
ENSMUSG00000046447,Camk2n1,Gene Expression,0.6729278747257585,0.0,0.0,207572,23.99525439376895,6856
ENSMUSG00000028931,Kcnab2,Gene Expression,0.6722199798584125,0.0,0.0,181808,24.02872918527804,6724
ENSMUSG00000020428,Gabra6,Gene Expression,0.6721251672193483,0.0,0.0,2325,0.20614262010875198,554
ENSMUSG00000027375,Mal,Gene Expression,0.6709911685889881,0.0,0.0,69878,16.186756792098976,6274
ENSMUSG00000030905,Crym,Gene Expression,0.6703925761906455,0.0,0.0,6382,0.5370661135204697,1516
ENSMUSG00000001827,Folr1,Gene Expression,0.6684336262038458,0.0,0.0,4312,0.39885425619505843,402
ENSMUSG00000022548,Apod,Gene Expression,0.6670660527174167,0.0,0.0,107466,25.800699931259192,6651
ENSMUSG00000023800,Tiam2,Gene Expression,0.6665124819997867,0.0,0.0,19479,1.855595572892202,3380
ENSMUSG00000024907,Gal,Gene Expression,0.6645964842291616,0.0,0.0,13210,1.2747732457246037,1490
ENSMUSG00000033066,Gas7,Gene Expression,0.6644225116081904,0.0,0.0,71459,7.34641441645644,6063
ENSMUSG00000043439,Epop,Gene Expression,0.6638179587001263,0.0,0.0,12888,1.337398144106202,2875
ENSMUSG00000004961,Syt5,Gene Expression,0.6638053032942913,0.0,0.0,29395,2.8985229385197417,4344
ENSMUSG00000050520,Cldn8,Gene Expression,0.6632731453495783,0.0,0.0,352,0.015329582298530663,84
ENSMUSG00000061718,Ppp1r1b,Gene Expression,0.6631580580819424,0.0,0.0,59339,6.955418758480426,5227
ENSMUSG00000006782,Cnp,Gene Expression,0.6627279107027106,0.0,0.0,145806,30.995210960075216,6854
ENSMUSG00000055368,Slc6a2,Gene Expression,0.6625414597556515,0.0,0.0,582,0.06882728781387198,83
ENSMUSG00000028785,Hpca,Gene Expression,0.6617705810368971,0.0,0.0,78100,7.720680345566205,5732
ENSMUSG00000000889,Dbh,Gene Expression,0.6617659440307263,0.0,0.0,448,0.05240700808327552,83
ENSMUSG00000030701,Plekhb1,Gene Expression,0.6611980657122544,0.0,0.0,155841,32.664044836464114,6925
ENSMUSG00000048458,Inka2,Gene Expression,0.6596372722790778,0.0,0.0,36658,3.406734345345385,4508
ENSMUSG00000010803,Gabra1,Gene Expression,0.6594779220247717,0.0,0.0,106607,12.201221492138602,6287
ENSMUSG00000001496,Nkx2-1,Gene Expression,0.6589783077877225,0.0,0.0,2197,0.23843958166657897,640
ENSMUSG00000042596,Tfap2d,Gene Expression,0.6580996088212065,0.0,0.0,759,0.11608864810799112,326
ENSMUSG00000026833,Olfm1,Gene Expression,0.6576276752014608,0.0,0.0,243288,23.343597031496394,6768
ENSMUSG00000044349,Snhg11,Gene Expression,0.6575697290083171,0.0,0.0,678459,84.11388153581936,6877
ENSMUSG00000048142,Nat8l,Gene Expression,0.6572203604066509,0.0,0.0,74436,10.390645757721884,6431
ENSMUSG00000036198,Arhgap36,Gene Expression,0.6571275477642354,0.0,0.0,9920,1.1849966794518165,1979
ENSMUSG00000033208,S100b,Gene Expression,0.6567847166742191,0.0,0.0,107593,19.50313489175808,6817
ENSMUSG00000018339,Gpx3,Gene Expression,0.6557741340614199,0.0,0.0,16288,1.7100624001886582,2987
ENSMUSG00000028298,Cga,Gene Expression,0.6543861022757297,0.0,0.0,6135,0.30215922173233273,228
ENSMUSG00000058260,Serpina9,Gene Expression,0.6536987565722486,0.0,0.0,1955,0.23241246014997252,614
ENSMUSG00000022602,Arc,Gene Expression,0.6534432436711471,0.0,0.0,45889,4.558417305447529,5156
ENSMUSG00000029151,Slc30a3,Gene Expression,0.6528318121921411,0.0,0.0,14748,1.4049043576760438,2749
ENSMUSG00000032224,Fam81a,Gene Expression,0.6523295453839901,0.0,0.0,31381,3.0823680853012143,4628
ENSMUSG00000037014,Sstr4,Gene Expression,0.6515572910381754,0.0,0.0,11484,1.0237877353911662,2548
ENSMUSG00000053963,Stum,Gene Expression,0.650539394661735,0.0,0.0,14629,1.5631283406514165,3323
ENSMUSG00000042671,Rgs8,Gene Expression,0.6504035166232272,0.0,0.0,47819,6.1048525197583405,5596
ENSMUSG00000026475,Rgs16,Gene Expression,0.64984529275483,0.0,0.0,7008,0.9480269832427356,2200
ENSMUSG00000021647,Cartpt,Gene Expression,0.6495184003215008,0.0,0.0,26101,2.5392268830096123,2397
ENSMUSG00000000214,Th,Gene Expression,0.6494627157384941,0.0,0.0,5002,0.7099373484371738,990
ENSMUSG00000021099,Six6,Gene Expression,0.6492750166902235,0.0,0.0,1248,0.07551716124537793,239
ENSMUSG00000020932,Gfap,Gene Expression,0.6488050611450404,0.0,0.0,29363,10.385168426225844,4783
ENSMUSG00000034209,Rasl10a,Gene Expression,0.6483821113078015,0.0,0.0,13053,1.093939163077237,2278
ENSMUSG00000037625,Cldn11,Gene Expression,0.6479458331069419,0.0,0.0,23310,6.182407200330056,5215
ENSMUSG00000051985,Igfn1,Gene Expression,0.6463634982683789,0.0,0.0,3179,0.27367898253320344,842
ENSMUSG00000041708,Mpped1,Gene Expression,0.646233695950338,0.0,0.0,13653,1.312242802952467,3095
ENSMUSG00000056486,Chn1,Gene Expression,0.6455555905870536,0.0,0.0,181071,17.585127480382756,6615
ENSMUSG00000043079,Synpo,Gene Expression,0.6454664462547981,0.0,0.0,45304,4.4758725113873075,5233
ENSMUSG00000024661,Fth1,Gene Expression,0.6441694238145919,0.0,0.0,582946,112.71129607824912,6947
ENSMUSG00000019986,Ahi1,Gene Expression,0.6432310239232764,0.0,0.0,86614,10.154671167541137,6381
ENSMUSG00000031517,Gpm6a,Gene Expression,0.6430234588107265,0.0,0.0,260290,26.98176762619881,6790
ENSMUSG00000049892,Rasd1,Gene Expression,0.6413485096702886,0.0,0.0,7330,0.8764817065978693,2099
ENSMUSG00000025889,Snca,Gene Expression,0.640072168861275,0.0,0.0,64901,6.174593776930389,5652
ENSMUSG00000020486,Sept4,Gene Expression,0.6400014480087105,0.0,0.0,94993,16.597387973642043,6814
ENSMUSG00000038700,Hoxb5,Gene Expression,0.6382696771198331,0.0,0.0,1095,0.2004184722847839,418
ENSMUSG00000033579,Fa2h,Gene Expression,0.6379102703074823,0.0,0.0,31584,7.867514516404092,5699
ENSMUSG00000072214,Sept5,Gene Expression,0.6370024237673626,0.0,0.0,396653,41.94346783318463,6864
ENSMUSG00000028266,Lmo4,Gene Expression,0.6355509928403755,0.0,0.0,89170,8.60903517746862,6258
ENSMUSG00000022468,Endou,Gene Expression,0.6345469655173591,0.0,0.0,1811,0.23558761631316275,769
ENSMUSG00000031255,Sytl4,Gene Expression,0.6332397029772617,0.0,0.0,1952,0.16915546581034757,635
ENSMUSG00000031491,Chrna6,Gene Expression,0.6331849583243515,0.0,0.0,959,0.12412184146246333,285
ENSMUSG00000022949,Clic6,Gene Expression,0.6330812691167921,0.0,0.0,13775,1.5239859927998332,1914
ENSMUSG00000000247,Lhx2,Gene Expression,0.6329360870761811,0.0,0.0,12560,1.497481766578664,3196
ENSMUSG00000087075,Lbhd2,Gene Expression,0.6329110155144937,0.0,0.0,3282,0.36981421107979773,1099
ENSMUSG00000025425,St8sia5,Gene Expression,0.6326150992270457,0.0,0.0,57926,6.169075219333313,5747
ENSMUSG00000025020,Slit1,Gene Expression,0.6321270754885416,0.0,0.0,39467,4.139354417787805,5017
ENSMUSG00000004366,Sst,Gene Expression,0.6313646257668374,0.0,0.0,111687,12.171100588412983,5072
ENSMUSG00000048108,Tmem72,Gene Expression,0.6307254743398624,0.0,0.0,1391,0.13559503544245316,217
ENSMUSG00000023011,Faim2,Gene Expression,0.6298222104361655,0.0,0.0,115823,15.50553253726283,6692
ENSMUSG00000030226,Lmo3,Gene Expression,0.6297511116059948,0.0,0.0,29029,2.817508553140432,4320
ENSMUSG00000029544,Cabp1,Gene Expression,0.629585088652255,0.0,0.0,56167,6.376327568138568,5811
ENSMUSG00000073680,Tmem88b,Gene Expression,0.6292808552480348,0.0,0.0,23349,5.632856166290087,5345
ENSMUSG00000067889,Sptbn2,Gene Expression,0.6289911453159999,0.0,0.0,73439,7.881690483262909,6262
ENSMUSG00000051401,Kctd16,Gene Expression,0.6286197053204328,0.0,0.0,30180,2.984188030097537,4539
ENSMUSG00000003573,Homer3,Gene Expression,0.6284772465863726,0.0,0.0,25468,3.1911381559519985,3356
ENSMUSG00000076498,Trbc2,Gene Expression,0.6284742683998638,0.0,0.0,2548,0.21558948783047116,949
ENSMUSG00000054667,Irs4,Gene Expression,0.6280317509968417,0.0,0.0,3330,0.3210600506317477,906
ENSMUSG00000037166,Ppp1r14a,Gene Expression,0.6272834339485235,0.0,0.0,29708,6.621334540862929,5733
ENSMUSG00000000690,Hoxb6,Gene Expression,0.6267010342036076,0.0,0.0,711,0.13425770459407563,257
ENSMUSG00000055430,Nap1l5,Gene Expression,0.6260488278097823,0.0,0.0,277206,34.601792259828606,6860
ENSMUSG00000036687,Tmem184a,Gene Expression,0.6239817926208097,0.0,0.0,1387,0.07643696563156983,230
ENSMUSG00000019230,Lhx9,Gene Expression,0.6239089482547573,0.0,0.0,4091,0.5874910286959067,1479
ENSMUSG00000042834,Nrep,Gene Expression,0.6233223473996259,0.0,0.0,98606,10.153328669461189,6402
ENSMUSG00000033161,Atp1a1,Gene Expression,0.6231654118844395,0.0,0.0,187244,19.29907181927768,6871
ENSMUSG00000028542,Slc6a9,Gene Expression,0.6230422663085479,0.0,0.0,43861,7.881163989207666,6528
ENSMUSG00000047261,Gap43,Gene Expression,0.6226237745236466,0.0,0.0,226113,27.20211834357505,6740
ENSMUSG00000017466,Timp2,Gene Expression,0.6213416222797026,0.0,0.0,69239,9.127004359564316,6426
ENSMUSG00000079466,Prdm12,Gene Expression,0.6209226276470978,0.0,0.0,696,0.08240015371350057,293
ENSMUSG00000026787,Gad2,Gene Expression,0.6197889681438492,0.0,0.0,67428,8.886748523154475,5972
ENSMUSG00000030785,Cox6a2,Gene Expression,0.6197714719506742,0.0,0.0,8641,1.0365254380455482,2279
ENSMUSG00000032259,Drd2,Gene Expression,0.6194512548163374,0.0,0.0,10369,1.081821339516897,2081
ENSMUSG00000007207,Stx1a,Gene Expression,0.619329001267356,0.0,0.0,15562,1.4885977575568454,3348
ENSMUSG00000034818,Celf5,Gene Expression,0.6190836762992975,0.0,0.0,36550,3.689983048241198,5064
ENSMUSG00000029608,Rph3a,Gene Expression,0.6189917914613263,0.0,0.0,158000,19.78850786100926,6670
ENSMUSG00000037727,Avp,Gene Expression,0.616944048911879,0.0,0.0,2026,0.2762523942993061,271
ENSMUSG00000025739,Gng13,Gene Expression,0.615400198242624,0.0,0.0,37719,4.593238692768576,5274
ENSMUSG00000110195,Pde2a,Gene Expression,0.6152814109502597,0.0,0.0,41401,4.336271719007949,5338
ENSMUSG00000026051,Ecrg4,Gene Expression,0.6150071606782431,0.0,0.0,5915,0.6200233861071927,656
ENSMUSG00000033585,Ndn,Gene Expression,0.6143510148837078,0.0,0.0,155910,18.788289660399602,6758
ENSMUSG00000046321,Hs3st2,Gene Expression,0.6139503996190041,0.0,0.0,6040,0.5730789959674729,1893
ENSMUSG00000025579,Gaa,Gene Expression,0.6139109879065072,0.0,0.0,161233,19.42790831181236,6834
ENSMUSG00000031543,Ank1,Gene Expression,0.6133225979435354,0.0,0.0,36980,4.789052888682865,5743
ENSMUSG00000022454,Nell2,Gene Expression,0.6120092173000078,0.0,0.0,108966,10.869475272650101,6334
ENSMUSG00000007617,Homer1,Gene Expression,0.611547046621744,0.0,0.0,26534,2.580548529162888,4676
ENSMUSG00000029436,Mmp17,Gene Expression,0.6114921620579348,0.0,0.0,35289,3.271709041679007,4825
ENSMUSG00000020838,Slc6a4,Gene Expression,0.6111672315266411,0.0,0.0,596,0.11630013925408175,132
ENSMUSG00000040125,Gpr26,Gene Expression,0.6107339155521349,0.0,0.0,21964,2.2599366357228985,4042
ENSMUSG00000037362,Ccn3,Gene Expression,0.6105660505718117,0.0,0.0,6872,0.5615306817422888,1581
ENSMUSG00000026235,Epha4,Gene Expression,0.6097095270699118,0.0,0.0,46171,4.605185219264193,5532
ENSMUSG00000059361,Nrsn2,Gene Expression,0.6092036079125787,0.0,0.0,51104,6.387522278143491,6069
ENSMUSG00000020599,Rgs9,Gene Expression,0.6086595940519908,0.0,0.0,12491,1.3853416507487568,2845
ENSMUSG00000000861,Bcl11a,Gene Expression,0.6078964699098973,0.0,0.0,29156,2.741764819312004,4450
ENSMUSG00000036907,C1ql2,Gene Expression,0.6076872264540015,0.0,0.0,7900,0.8357602455042119,1421
ENSMUSG00000060371,Caln1,Gene Expression,0.6074241720270982,0.0,0.0,67308,7.809003399386398,5893
ENSMUSG00000029211,Gabra4,Gene Expression,0.6073083177576671,0.0,0.0,19133,2.138105701483486,4194
ENSMUSG00000040479,Dgkz,Gene Expression,0.6063796085701911,0.0,0.0,67866,7.219345705933267,6201
ENSMUSG00000049775,Tmsb4x,Gene Expression,0.6060489924789826,0.0,0.0,583278,70.139248492275,6947
ENSMUSG00000027210,Meis2,Gene Expression,0.6053886360230653,0.0,0.0,14253,1.7386641420939815,3586
ENSMUSG00000034845,Plvap,Gene Expression,0.6048398830420705,0.0,0.0,865,0.09289479312829962,196
ENSMUSG00000028488,Sh3gl2,Gene Expression,0.6048110016031162,0.0,0.0,221389,25.425388733771637,6743
ENSMUSG00000053025,Sv2b,Gene Expression,0.6045269777420772,0.0,0.0,42944,3.968805486540396,5068
ENSMUSG00000032060,Cryab,Gene Expression,0.6038111246959892,0.0,0.0,43044,8.874719731151105,6487
ENSMUSG00000041798,Gck,Gene Expression,0.6032487873182517,0.0,0.0,2250,0.180209805316182,709
ENSMUSG00000066720,Cldn9,Gene Expression,0.6021145282379701,0.0,0.0,755,0.0386997442594457,157
ENSMUSG00000003279,Dlgap1,Gene Expression,0.6015216111569627,0.0,0.0,61491,6.342570154941063,6129
ENSMUSG00000021342,Prl,Gene Expression,0.6013620585194724,0.0,0.0,726149,32.533536278897444,5046
ENSMUSG00000032238,Rora,Gene Expression,0.6013079956458807,0.0,0.0,25986,3.3482925323903188,5082
ENSMUSG00000051726,Kcnf1,Gene Expression,0.6010334132031899,0.0,0.0,10859,1.0040755845956937,2956
